date_created_utc,id,legacy,battery_mv,upper_chameleon_ohms,lower_chameleon_ohms,upper_temperature_celcius,lower_temperature_celcius,smt_vwc_raw,smt_temperature_raw,upper_chameleon_centibar,lower_chameleon_centibar,smt_vwc_percentage,smt_temperature_celcius,upper_chameleon_raw_channel_a,upper_chameleon_raw_channel_b,lower_chameleon_raw_channel_a,lower_chameleon_raw_channel_b
2022-10-20 11:07:21+11:00,C5,False,4074.0,1985.9402460456945,1162.0294599018005,13.875,14.1875,69.0,155.0,12.875379150977103,9.571123703430116,22.258064516129032,10.0,863.0,844.0,871.0,962.0
2022-10-20 11:10:04+11:00,C5,False,3906.0,1916.132789749563,1210.958904109589,14.0,14.25,69.0,156.0,12.61247908392776,9.77807576675852,22.258064516129032,10.32258064516128,867.0,850.0,947.0,878.0
2022-10-20 11:15:13+11:00,C5,False,4006.0,2355.0724637681155,2214.9253731343283,14.0625,14.375,69.0,155.0,14.437205980431417,13.921050336591914,22.258064516129032,10.0,863.0,793.0,1023.0,652.0
2022-10-20 11:20:21+11:00,C5,False,3986.0,2347.616173808087,2200.3577817531304,14.0625,14.5,70.0,158.0,14.406247859676885,13.88645358885867,22.58064516129032,10.96774193548387,864.0,793.0,1023.0,654.0
2022-10-20 11:25:43+11:00,C5,False,3972.0,2325.301204819277,2214.9253731343283,14.1875,14.625,70.0,158.0,14.340366234507718,13.973327319009258,22.58064516129032,10.96774193548387,864.0,796.0,1023.0,652.0
2022-10-20 11:30:51+11:00,C5,False,4001.0,2340.1688781664657,2222.222222222222,14.375,14.8125,69.0,158.0,14.442660765645222,14.043347968910982,22.258064516129032,10.96774193548387,864.0,794.0,1023.0,651.0
2022-10-20 11:36:00+11:00,C5,False,3989.0,2317.880794701987,2222.222222222222,14.5,14.9375,69.0,159.0,14.37664680650252,14.069842802939204,22.258064516129032,11.290322580645151,866.0,795.0,1023.0,651.0
2022-10-20 11:41:09+11:00,C5,False,4003.0,2325.301204819277,2222.222222222222,14.5625,15.125,69.0,160.0,14.421176012258227,14.109773034914175,22.258064516129032,11.61290322580645,865.0,795.0,1023.0,651.0
2022-10-20 11:46:18+11:00,C5,False,3975.0,2332.730560578662,2244.165170556553,14.6875,15.25,70.0,161.0,14.479447360856607,14.22907006994669,22.58064516129032,11.93548387096774,865.0,794.0,1023.0,648.0
2022-10-20 11:51:27+11:00,C5,False,3973.0,2288.288288288288,2222.222222222222,14.75,15.5,69.0,161.0,14.30675611944557,14.190317312490308,22.258064516129032,11.93548387096774,868.0,797.0,1023.0,651.0
2022-10-20 11:56:37+11:00,C5,False,3993.0,2295.6730769230767,2222.222222222222,14.875,15.625,68.0,160.0,14.364752698778736,14.217370140914,21.93548387096774,11.61290322580645,868.0,796.0,1023.0,651.0
2022-10-20 12:07:15+11:00,C5,False,3987.0,2288.288288288288,2229.5277943813508,15.25,16.0,69.0,163.0,14.4153227962582,14.330328093813884,22.258064516129032,12.58064516129032,868.0,797.0,1023.0,650.0
2022-10-20 12:12:37+11:00,C5,False,3996.0,2295.6730769230767,2244.165170556553,15.3125,16.1875,69.0,164.0,14.460232846547823,14.434336833488851,22.258064516129032,12.9032258064516,868.0,796.0,1023.0,648.0
2022-10-20 12:17:46+11:00,C5,False,3991.0,2236.842105263158,2214.9253731343283,15.5,16.375,68.0,162.0,14.25221972422835,14.350556508248069,21.93548387096774,12.25806451612903,871.0,801.0,1023.0,652.0
2022-10-20 12:22:55+11:00,C5,False,3921.0,2222.222222222222,2214.9253731343283,15.625,16.5625,68.0,165.0,14.217370140914,14.392185455467043,21.93548387096774,13.2258064516129,872.0,802.0,1023.0,652.0
2022-10-20 12:28:04+11:00,C5,False,3947.0,2244.165170556553,2244.165170556553,15.75,16.75,67.0,163.0,14.33781360759873,14.56036441780796,21.61290322580645,12.58064516129032,871.0,800.0,1023.0,648.0
2022-10-20 12:33:13+11:00,C5,False,3997.0,2222.222222222222,2229.5277943813508,15.8125,16.875,68.0,166.0,14.25814334178452,14.52530090121268,21.93548387096774,13.548387096774182,873.0,801.0,1023.0,650.0
2022-10-20 12:38:34+11:00,C5,False,3959.0,2193.087008343266,2214.9253731343283,15.9375,17.125,68.0,167.0,14.161299224673655,14.5185341355784,21.93548387096774,13.87096774193548,874.0,804.0,1023.0,652.0
2022-10-20 12:43:44+11:00,C5,False,3975.0,2214.9253731343283,2229.5277943813508,16.125,17.3125,68.0,167.0,14.295424416336855,14.62479047457696,21.93548387096774,13.87096774193548,873.0,802.0,1023.0,650.0
2022-10-20 12:48:54+11:00,C5,False,3996.0,2222.222222222222,2244.165170556553,16.3125,17.4375,68.0,168.0,14.36802401563546,14.7174189979644,21.93548387096774,14.19354838709677,873.0,801.0,1023.0,648.0
2022-10-20 12:54:08+11:00,C5,False,3955.0,2207.63723150358,2236.842105263158,16.5,17.625,68.0,169.0,14.346940655846398,14.728745233501618,21.93548387096774,14.516129032258052,874.0,802.0,1023.0,649.0
2022-10-20 12:59:18+11:00,C5,False,3957.0,2193.087008343266,2236.842105263158,16.5625,17.8125,68.0,169.0,14.29819499381666,14.772326000154829,21.93548387096774,14.516129032258052,875.0,803.0,1023.0,649.0
2022-10-20 13:04:28+11:00,C5,False,3970.0,2149.643705463183,2229.5277943813508,16.75,18.0,68.0,170.0,14.152391762560102,14.783914781953756,21.93548387096774,14.83870967741935,877.0,807.0,1023.0,650.0
2022-10-20 13:09:44+11:00,C5,False,3990.0,2156.86274509804,2229.5277943813508,16.8125,18.1875,67.0,170.0,14.197274472845708,14.827915071356625,21.61290322580645,14.83870967741935,877.0,806.0,1023.0,650.0
2022-10-20 13:15:05+11:00,C5,False,3990.0,2128.037937166568,2415.0485436893205,17.0,18.3125,67.0,171.0,14.1139621500142,15.68153055431963,21.61290322580645,15.16129032258064,879.0,808.0,1023.0,625.0
2022-10-20 13:20:14+11:00,C5,False,3995.0,2149.643705463183,2325.301204819277,17.125,18.5,67.0,171.0,14.235152679000157,15.328123094620404,21.61290322580645,15.16129032258064,878.0,806.0,1023.0,637.0
