date_created_utc,id,legacy,battery_mv,upper_chameleon_ohms,lower_chameleon_ohms,upper_temperature_celcius,lower_temperature_celcius,smt_vwc_raw,smt_temperature_raw,upper_chameleon_centibar,lower_chameleon_centibar,smt_vwc_percentage,smt_temperature_celcius,upper_chameleon_raw_channel_a,upper_chameleon_raw_channel_b,lower_chameleon_raw_channel_a,lower_chameleon_raw_channel_b
2022-10-20 11:02:53+11:00,P2,False,4026.0,6072.270227808326,2575.291948371236,14.3125,13.6875,85.0,153.0,30.716022344243047,15.268405333734794,27.41935483870968,9.35483870967742,620.0,653.0,921.0,706.0
2022-10-20 11:08:33+11:00,P2,False,4075.0,7251.264755480608,2723.8805970149256,14.4375,13.6875,85.0,154.0,36.25819962986999,15.886170678336477,27.41935483870968,9.67741935483871,569.0,617.0,1023.0,585.0
2022-10-20 11:30:50+11:00,P2,False,3997.0,5885.093167701863,2949.367088607595,14.875,14.0625,84.0,155.0,30.127712096199037,16.922708846526152,27.096774193548384,10.0,649.0,639.0,730.0,850.0
2022-10-20 11:36:30+11:00,P2,False,4059.0,7207.737594617325,3048.469387755102,15.0625,14.125,85.0,156.0,36.41568872919519,17.356996595692404,27.41935483870968,10.32258064516128,572.0,617.0,987.0,581.0
2022-10-20 11:42:11+11:00,P2,False,4080.0,7193.27731092437,2990.4761904761904,15.3125,14.1875,85.0,157.0,36.49364757934343,17.128156216527714,27.41935483870968,10.64516129032258,572.0,618.0,995.0,580.0
2022-10-20 11:51:59+11:00,P2,False,4057.0,6161.137440758294,2990.4761904761904,15.6875,14.375,85.0,157.0,31.80926455590736,17.176670875515985,27.41935483870968,10.64516129032258,621.0,645.0,736.0,839.0
2022-10-20 12:00:21+11:00,P2,False,4047.0,5897.4358974358975,3200.0,16.0,14.5625,84.0,157.0,30.730132914030783,18.118262989399327,27.096774193548384,10.64516129032258,648.0,639.0,716.0,834.0
2022-10-20 12:06:02+11:00,P2,False,4068.0,7064.220183486238,3191.489361702128,16.25,14.625,85.0,159.0,36.42805816008085,18.09908794428725,27.41935483870968,11.290322580645151,577.0,622.0,974.0,577.0
2022-10-20 12:11:54+11:00,P2,False,4073.0,7007.481296758105,3166.0231660231657,16.375,14.75,85.0,159.0,36.227167990800254,18.024481336560708,27.41935483870968,11.290322580645151,579.0,624.0,979.0,575.0
2022-10-20 12:17:40+11:00,P2,False,4064.0,6979.253112033195,3056.7964262922783,16.5625,14.875,85.0,159.0,36.2015027144061,17.590908509985727,27.41935483870968,11.290322580645151,580.0,625.0,991.0,576.0
2022-10-20 12:23:21+11:00,P2,False,4082.0,6951.118475559239,3056.7964262922783,16.75,14.9375,84.0,160.0,36.17615452816042,17.607672990532674,27.096774193548384,11.61290322580645,580.0,627.0,992.0,575.0
