device_name,cellnumber,batt_mv,uptime_s,chmln_top_ohms,chmln_bot_ohms,ds18b20_top_temp_c,ds18b20_bot_temp_c,smt_vwc_raw,smt_temp_raw,date_created_utc
C3,0493594911,4160,49,1799.308,2536.765,12.5,12.5625,98,148,"2022-10-14  00:01:35"
C3,0493594911,4158,671,1731.651,2851.759,12.625,12.8125,97,150,"2022-10-14  00:13:05"
C3,0493594911,4164,1311,1718.213,2884.131,12.75,12.875,96,150,"2022-10-14  00:24:28"
C3,0493594911,4164,1932,1718.213,2900.378,12.9375,13.125,97,151,"2022-10-14  00:35:44"
C3,0493594911,4152,2559,1718.213,2982.234,13.0625,13.3125,96,151,"2022-10-14  00:47:06"
C3,0493594911,4162,3180,1718.213,3048.469,13.1875,13.375,96,151,"2022-10-14  00:58:34"
C3,0493594911,4159,3813,1745.12,3115.385,13.25,13.5625,96,152,"2022-10-14  01:09:51"
C3,0493594911,4159,4434,2583.026,3149.1,13.375,13.6875,96,152,"2022-10-14  01:21:19"
C3,0493594911,4148,5072,2567.568,3200,13.5,13.8125,96,154,"2022-10-14  01:32:41"
C3,0493594911,4147,5699,2645.241,3251.295,13.625,13.9375,96,153,"2022-10-14  01:44:16"
C3,0493594911,4146,6333,2583.026,3285.714,13.75,14.125,96,154,"2022-10-14  01:55:33"
C3,0493594911,4146,6959,2645.241,3337.679,13.875,14.25,94,152,"2022-10-14  02:06:54"
C3,0493594911,4155,7581,2629.63,3390.052,14,14.375,95,154,"2022-10-14  02:18:11"
C3,0493594911,4152,8202,2645.241,3442.838,14,14.375,95,155,"2022-10-14  02:29:28"
C3,0493594911,4145,8824,2645.241,3513.87,14.0625,14.5,97,155,"2022-10-14  02:40:56"
C3,0493594911,4147,9457,2629.63,3585.657,14.1875,14.5625,94,153,"2022-10-14  02:52:14"
C3,0493594911,4143,10078,2645.241,3640,14.25,14.625,96,156,"2022-10-14  03:03:32"
C3,0493594911,4148,10700,2629.63,3676.47,14.375,14.8125,96,155,"2022-10-14  03:14:51"
C3,0493594911,4147,11321,2629.63,3750,14.5,15,97,157,"2022-10-14  03:26:19"
C3,0493594911,4143,11955,2629.63,3824.324,14.625,15.125,95,155,"2022-10-14  03:37:38"
C3,0493594911,4143,12576,2614.057,3880.597,14.75,15.3125,96,157,"2022-10-14  03:49:10"
C3,0493594911,4145,13209,2598.522,3956.344,14.9375,15.5625,97,159,"2022-10-14  04:00:51"
