device_name,cellnumber,batt_mv,uptime_s,chmln_top_ohms,chmln_bot_ohms,ds18b20_top_temp_c,ds18b20_bot_temp_c,smt_vwc_raw,smt_temp_raw,date_created_utc
P4,0493530746,3880,49,2178.572,1731.651,16.3125,16.875,86,162,"2022-10-14  04:48:08"
P4,0493530746,3992,677,2787.5,2900.378,16.375,17,85,161,"2022-10-14  04:59:25"
P4,0493530746,3936,1298,2819.549,2900.378,16.4375,17.125,86,164,"2022-10-14  05:10:49"
P4,0493530746,4012,1932,2803.504,2884.131,16.5625,17.1875,86,163,"2022-10-14  05:22:01"
P4,0493530746,4004,3188,2835.634,2851.759,16.6875,17.375,86,164,"2022-10-14  05:44:41"
P4,0493530746,4007,3813,2851.759,2835.634,16.6875,17.4375,87,164,"2022-10-14  05:56:05"
P4,0493530746,4000,4451,2851.759,2835.634,16.8125,17.5,85,162,"2022-10-14  06:07:21"
P4,0493530746,4019,5072,2851.759,2835.634,16.875,17.5625,86,164,"2022-10-14  06:18:33"
P4,0493530746,4024,5694,2851.759,2803.504,16.875,17.5625,86,165,"2022-10-14  06:29:45"
P4,0493530746,3947,6316,2867.925,2803.504,17,17.625,86,165,"2022-10-14  06:40:57"
P4,0493530746,3988,6937,2867.925,2803.504,17.0625,17.6875,86,165,"2022-10-14  06:52:08"
P4,0493530746,4026,7559,2867.925,2803.504,17.125,17.625,86,165,"2022-10-14  07:03:19"
P4,0493530746,4026,7559,2867.925,2803.504,17.125,17.625,86,165,"2022-10-14  07:03:21"
P4,0493530746,4036,8182,2884.131,2803.504,17.125,17.625,86,164,"2022-10-14  07:14:32"
P4,0493530746,3986,8818,2867.925,2771.536,17.125,17.625,86,164,"2022-10-14  07:25:58"
P4,0493530746,3993,9439,2884.131,2771.536,17.1875,17.5625,86,164,"2022-10-14  07:37:10"
P4,0493530746,3993,10060,2884.131,2755.611,17.1875,17.5625,86,164,"2022-10-14  07:48:43"
P4,0493530746,3986,10705,2900.378,2755.611,17.125,17.5,86,164,"2022-10-14  07:59:55"
P4,0493530746,3984,11326,2900.378,2755.611,17.125,17.4375,86,163,"2022-10-14  08:11:06"
P4,0493530746,3984,11953,2900.378,2739.726,17.0625,17.4375,86,163,"2022-10-14  08:22:34"
P4,0493530746,3998,12587,2900.378,2739.726,17.0625,17.3125,86,163,"2022-10-14  08:33:57"
P4,0493530746,4023,13220,2916.667,2723.881,17.0625,17.25,85,160,"2022-10-14  08:45:08"
P4,0493530746,4025,13841,2916.667,2708.074,16.9375,17.125,86,162,"2022-10-14  08:56:18"
P4,0493530746,4023,14463,2900.378,2692.308,16.9375,17,86,161,"2022-10-14  09:07:29"
P4,0493530746,4020,15084,2965.78,2708.074,16.8125,16.9375,86,161,"2022-10-14  09:18:52"
P4,0493530746,3977,15724,2932.996,2676.58,16.8125,16.75,85,159,"2022-10-14  09:30:09"
P4,0493530746,3972,16346,2916.667,2660.891,16.75,16.6875,87,160,"2022-10-14  09:41:21"
P4,0493530746,3973,16973,2949.367,2676.58,16.625,16.5625,86,160,"2022-10-14  09:52:36"
P4,0493530746,4008,17601,2982.234,2660.891,16.625,16.5,87,160,"2022-10-14  10:03:54"
P4,0493530746,3978,18223,2965.78,2645.241,16.5625,16.375,86,160,"2022-10-14  10:15:05"
P4,0493530746,3954,18844,2982.234,2645.241,16.4375,16.25,86,160,"2022-10-14  10:26:32"
P4,0493530746,3962,19486,2965.78,2629.63,16.4375,16.1875,87,159,"2022-10-14  10:37:48"
P4,0493530746,4027,20108,2982.234,2614.057,16.375,16.125,87,159,"2022-10-14  10:49:10"
P4,0493530746,3975,20741,2982.234,2614.057,16.375,16,87,159,"2022-10-14  11:00:21"
P4,0493530746,4009,21370,2614.057,2614.057,16.3125,15.5625,89,158,"2022-10-14  11:11:39"
